zone_code,date,predicted_heat_risk_class,top_factor_1,top_factor_1_label,top_factor_1_value,top_factor_1_reason,top_factor_2,top_factor_2_label,top_factor_2_value,top_factor_2_reason,top_factor_3,top_factor_3_label,top_factor_3_value,top_factor_3_reason,explanation_text,honesty_note
NSR-GRID-015,2025-10-23,low,built_surface_mean,Built Environment Density,1105.1292705447831,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,139.9039230823215,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-016,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,2221.972278487508,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,1905.1653846153847,high built-up density traps thermal energy,elevation_mean,Elevation & Topography,44.63298791018997,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-017,2025-10-23,low,built_surface_mean,Built Environment Density,2504.61992136304,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0132630355909723,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,135.98742076069723,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-018,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,1558.9870462464182,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,1457.4575971731444,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-019,2025-10-23,low,built_surface_mean,Built Environment Density,3433.8671875000005,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,91.81917489831496,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-020,2025-10-23,low,built_surface_mean,Built Environment Density,332.3292079207921,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,127.13578928635,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-021,2025-10-23,low,built_surface_mean,Built Environment Density,1765.0,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,94.67315436241608,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-022,2025-10-23,low,built_surface_mean,Built Environment Density,1744.4305555555557,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,127.5322175732218,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-024,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,12853.395837546832,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3902.48866446826,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.000924500905467,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-025,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,8613.536492496929,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3728.202432488146,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-026,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,14539.631441436111,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2655.42412371134,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0226248937277145,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-027,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,13214.884135110093,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4037.213358070501,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0156204398086464,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-028,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,25029.062137083507,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4162.111592409241,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0035457328844972,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-029,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,21416.539517231355,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3624.8972984120433,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0402157893878173,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-030,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,10308.161954953026,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3616.79587628866,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-031,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,6549.570499280094,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2433.150484436199,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-032,2025-10-23,medium,built_surface_mean,Built Environment Density,3559.84948453608,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,92.98708246346555,low elevation traps warm air masses,"This zone is estimated as medium heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-033,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,5425.557110998167,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,749.6763553906409,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-034,2025-10-23,low,built_surface_mean,Built Environment Density,1759.1361386138617,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0070914657689944,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,138.16932036934327,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-035,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,2411.0613457040454,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,1071.2575257731958,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-036,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,5876.9665232248,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,807.9177489177488,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-037,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,4999.376213155426,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,1711.268508970922,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-038,2025-10-23,medium,built_surface_mean,Built Environment Density,2221.015336787564,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,128.23993497964003,low elevation traps warm air masses,"This zone is estimated as medium heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-039,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,3069.942484964511,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3059.1661415668977,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-040,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,22402.182864672177,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2222.904604538445,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0009823958515927,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-041,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,13954.99365638516,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3928.723919625653,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-042,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,7902.158090731774,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,1362.4311840562723,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-043,2025-10-23,low,built_surface_mean,Built Environment Density,2488.734235322542,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,101.21385979665152,low elevation traps warm air masses,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-044,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,52090.90743639985,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,4015.499252988048,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-045,2025-10-23,low,built_surface_mean,Built Environment Density,879.0248599439775,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,ndbi_mean,Impervious Building Footprint,0.069108769567243,high concrete/brick index absorbs solar heat,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-046,2025-10-23,medium,built_surface_mean,Built Environment Density,2642.0817645406005,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,107.52744709730534,low elevation traps warm air masses,"This zone is estimated as medium heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-047,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,3968.323980385594,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,73.90860215053763,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-048,2025-10-23,medium,road_density_m_per_km2,Paved Road Exposure,11203.283953243432,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,2736.8980707395503,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as medium heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-049,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,2368.040762312601,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,331.4327354260089,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-050,2025-10-23,medium,built_surface_mean,Built Environment Density,2900.3167107001323,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,elevation_mean,Elevation & Topography,113.23877186531492,low elevation traps warm air masses,"This zone is estimated as medium heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-051,2025-10-23,low,built_surface_mean,Built Environment Density,181.66855295068711,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0,low vegetation canopy limits cooling potential,ndbi_mean,Impervious Building Footprint,0.0731704500501573,high concrete/brick index absorbs solar heat,"This zone is estimated as low heat risk because it combines high built-up density traps thermal energy and low vegetation canopy limits cooling potential. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
NSR-GRID-052,2025-10-23,low,road_density_m_per_km2,Paved Road Exposure,19128.299143194385,dense paved roads generate sensible heat,built_surface_mean,Built Environment Density,3771.184901531728,high built-up density traps thermal energy,tree_cover_ratio,Vegetation Canopy Shielding,0.0035444562850391,low vegetation canopy limits cooling potential,"This zone is estimated as low heat risk because it combines dense paved roads generate sensible heat and high built-up density traps thermal energy. This is a satellite-based decision-support estimate, not an official public-health heat warning.",This heat-risk layer estimates relative urban heat exposure from satellite land-surface temperature and geospatial features. It is not an official public-health heat warning system.
