zone_code,elevation_mean,elevation_min,elevation_max,elevation_std,slope_mean,slope_min,slope_max,elevation_source,elevation_warning,low_elevation_score,low_slope_score
NSR-GRID-036,148.57760307933194,137.0,157.0,3.8439855006265766,4.1526325813461575,0.0,10.932016372680664,srtm_earth_engine,,0.5026180778370231,0.7451476981656592
NSR-GRID-037,154.23142680022207,141.0,165.0,4.1593252196212545,3.537263895521012,0.0,15.40377426147461,srtm_earth_engine,,0.4755641539248413,0.8061672464012481
NSR-GRID-038,128.23993497964005,120.0,138.0,3.135969909012439,3.248239713518514,0.0,11.197227478027344,srtm_earth_engine,,0.599935177287312,0.8348266914155893
NSR-GRID-039,97.21660619778322,88.0,106.0,3.336755785375398,3.5338757979613127,0.0,9.599995613098145,srtm_earth_engine,,0.7483838763979398,0.8065032078943062
NSR-GRID-040,123.74653158563547,116.0,132.0,3.515606730162036,3.840029271192181,0.0,10.634270668029785,srtm_earth_engine,,0.6214364124742131,0.7761452337925621
NSR-GRID-041,52.45725853849669,40.0,74.0,6.169777191938948,6.575945836628302,0.0,23.28973388671875,srtm_earth_engine,,0.9625603427527448,0.504853572909101
NSR-GRID-042,157.71091707913902,142.0,170.0,4.8253016445252035,4.5918687695285,0.0,19.863492965698242,srtm_earth_engine,,0.458914560675023,0.7015933308587332
NSR-GRID-043,101.21385979665153,94.0,109.0,2.8478673729678246,3.867376844601231,0.0,9.93859577178955,srtm_earth_engine,,0.72925675110008,0.7734334666630367
NSR-GRID-044,120.15215591991162,110.0,128.0,3.9847074570811993,3.098189946883637,0.0,11.79704475402832,srtm_earth_engine,,0.6386357399688065,0.8497055261431616
NSR-GRID-045,175.1356917455572,168.0,182.0,3.689142235207213,3.7425135048179006,0.0,10.93868350982666,srtm_earth_engine,,0.3755358507463078,0.7858148321115389
NSR-GRID-046,107.52744709730534,98.0,120.0,3.4308735299249604,3.6970982841951883,0.0,13.423230171203613,srtm_earth_engine,,0.6990458144177611,0.7903181750817806
NSR-GRID-047,164.36545217304015,155.0,172.0,2.8982660189690757,2.826420348633798,0.0,8.506409645080566,srtm_earth_engine,,0.4270721660428466,0.8766540181470021
NSR-GRID-048,117.1848114846224,106.0,124.0,3.9891016656341995,3.9124291986775144,0.0,11.372509956359863,srtm_earth_engine,,0.6528346811697733,0.7689661052973891
NSR-GRID-049,170.70776360349348,164.0,184.0,3.816448319809634,3.623902140508936,0.0,12.9685640335083,srtm_earth_engine,,0.3967237824820252,0.7975762558441017
NSR-GRID-050,113.23877186531493,108.0,123.0,3.1909294580486356,3.078689933233342,0.0,7.950523376464844,srtm_earth_engine,,0.6717167441567655,0.8516391344838807
NSR-GRID-051,181.219905155642,175.0,189.0,2.7561913774429576,4.186452960849157,0.0,12.651566505432129,srtm_earth_engine,,0.3464224834416768,0.7417940919033224
NSR-GRID-052,58.373669166079786,47.0,74.0,5.402797353900961,7.271142352473799,0.9274099469184875,24.002685546875,srtm_earth_engine,,0.9342499229636652,0.43591835031979076
NSR-GRID-053,178.5236802711018,168.0,189.0,4.890382409494084,4.235106712689645,0.0,12.9685640335083,srtm_earth_engine,,0.35932409949436084,0.7369696183386785
NSR-GRID-054,61.55752226826324,49.0,77.0,4.813637231352363,5.934802003030523,0.0,24.002685546875,srtm_earth_engine,,0.9190149733390819,0.568428967597427
NSR-GRID-055,65.89667776254812,53.0,106.0,7.098132687849754,8.832181344334337,0.9274099469184875,36.67974090576172,srtm_earth_engine,,0.8982518246487958,0.2811267656070525
NSR-GRID-056,65.43973447286011,54.0,84.0,4.813418327876287,5.641054996485684,0.0,22.300100326538086,srtm_earth_engine,,0.900438328792129,0.5975567247417284
NSR-GRID-057,70.80801983751509,63.0,85.0,3.9101354133350923,4.511613230744507,0.0,19.558635711669922,srtm_earth_engine,,0.8747507249749749,0.7095514165280364
NSR-GRID-058,81.80011095881467,69.0,96.0,5.061674744121532,6.181695803876379,0.0,21.33246612548828,srtm_earth_engine,,0.8221528352083326,0.5439471430639271
NSR-GRID-059,87.41680258350722,67.0,113.0,8.271008920300362,7.993870894434332,0.0,25.765460968017578,srtm_earth_engine,,0.7952765908551223,0.36425307039371946
NSR-GRID-060,94.19941923064371,67.0,108.0,6.925526314848172,6.30996081437807,0.0,19.837017059326172,srtm_earth_engine,,0.7628213174409314,0.5312284702170118
NSR-GRID-061,101.01958096729975,82.0,123.0,6.803510888994495,6.341916801909671,0.0,16.74303436279297,srtm_earth_engine,,0.7301863882671553,0.5280597358184036
NSR-GRID-062,99.34288556889351,88.0,115.0,4.581795478342876,5.377619796073825,0.0,16.682260513305664,srtm_earth_engine,,0.7382094876723921,0.6236787834177058
NSR-GRID-063,103.97424059512542,96.0,121.0,4.520815998857323,3.9932370915950117,0.0,13.687142372131348,srtm_earth_engine,,0.716048144716646,0.7609532485608073
NSR-GRID-064,110.62200574375034,98.0,126.0,5.368346396821428,5.623998552305984,0.0,16.37575912475586,srtm_earth_engine,,0.684238144724528,0.5992480303643979
NSR-GRID-065,116.47473577766168,101.0,136.0,6.503359525745703,4.781307133695296,0.0,17.340883255004883,srtm_earth_engine,,0.6562324408270163,0.6828087490848868
NSR-GRID-066,117.42789324284637,107.0,133.0,4.904051416248616,5.552386532517613,0.0,17.340883255004883,srtm_earth_engine,,0.6516715187303198,0.6063490304581305
NSR-GRID-067,119.85157626786756,112.0,126.0,2.6707122632465587,2.9807914232682116,0.0,8.28909969329834,srtm_earth_engine,,0.6400740336683259,0.861346685401912
NSR-GRID-068,128.35061651878905,118.0,137.0,4.23490953880988,3.5959333172631816,0.0,9.728156089782715,srtm_earth_engine,,0.5994055587341979,0.8003496256928593
NSR-GRID-069,131.8598159809455,121.0,151.0,4.667901415683687,3.8801773226213694,0.0,26.664960861206055,srtm_earth_engine,,0.5826138050594118,0.7721641798046373
NSR-GRID-070,136.99319561386332,122.0,168.0,9.623456666389428,6.663556584920474,0.0,31.70871353149414,srtm_earth_engine,,0.5580502408492003,0.4961661495732811
NSR-GRID-071,139.49169819937345,127.0,156.0,6.3445433585247,4.06056318842438,0.0,16.18389129638672,srtm_earth_engine,,0.546094739195863,0.7542772377275864
NSR-GRID-072,144.02081633984793,135.0,159.0,5.138981558849087,4.046798207895289,0.0,12.551572799682617,srtm_earth_engine,,0.5244226065630495,0.755642164011137
NSR-GRID-073,148.847888519026,135.0,159.0,4.25244885648339,3.903298661607836,0.0,13.993999481201172,srtm_earth_engine,,0.5013247439658173,0.7698714832601838
NSR-GRID-074,156.93270485386208,146.0,165.0,3.7384698750853422,3.8466733442152785,0.0,10.631232261657715,srtm_earth_engine,,0.4626383581207024,0.775486411945347
NSR-GRID-075,164.15728082482295,151.0,182.0,4.892591519296394,5.764421947656078,0.0,20.515533447265625,srtm_earth_engine,,0.42806827984005535,0.5853237401895076
NSR-GRID-076,168.62417596762603,152.0,183.0,5.245915334869407,5.220979061053803,0.0,17.827457427978516,srtm_earth_engine,,0.4066938884046495,0.6392111741720319
NSR-GRID-077,173.19451330897684,164.0,186.0,3.914748972229322,3.9744740673613013,0.0,10.938261985778809,srtm_earth_engine,,0.38482451914415183,0.7628137775227891
NSR-GRID-078,65.04405286343612,61.0,66.0,2.160246899469287,7.085983704890449,5.651029109954834,12.551495552062988,srtm_earth_engine,,0.9023316917060192,0.4542785582531841
NSR-GRID-079,183.46662584200868,177.0,189.0,2.0972395087067697,2.494697293007731,0.0,7.3788604736328125,srtm_earth_engine,,0.33567177498285017,0.9095474549758357
NSR-GRID-080,67.64784753552301,55.0,79.0,4.937950208116625,6.362710003492559,0.0,21.132034301757812,srtm_earth_engine,,0.8898723603898862,0.5259978958252652
NSR-GRID-081,179.76774521707745,170.0,186.0,3.8724452703898358,3.21523923998967,0.0,8.873602867126465,srtm_earth_engine,,0.353371165683234,0.8380989963486726
NSR-GRID-082,69.989377671899,58.0,82.0,4.5190710044746805,6.173073213482186,0.0,23.278654098510742,srtm_earth_engine,,0.8786679823839827,0.5448021533733463
NSR-GRID-083,69.56686184006657,50.0,81.0,5.674931214619013,5.732444915113078,0.0,20.421241760253906,srtm_earth_engine,,0.8806897488433528,0.5884945613974022
NSR-GRID-084,75.78963424581558,64.0,104.0,7.019804436092736,6.70160328719083,0.9274099469184875,25.969411849975586,srtm_earth_engine,,0.8509133674952885,0.4923934639656634
NSR-GRID-085,87.57771758639828,74.0,114.0,6.721593685542547,7.074650521609914,0.0,23.292728424072266,srtm_earth_engine,,0.7945066018247855,0.45540234914436684
NSR-GRID-086,90.63567269583945,76.0,113.0,7.956249070354179,9.04056884062366,1.0716091394424438,30.10335350036621,srtm_earth_engine,,0.779874082499499,0.26046320053716354
NSR-GRID-087,95.67534014160341,80.0,125.0,6.117123865802841,5.778852597808113,0.0,24.19068717956543,srtm_earth_engine,,0.7557589373603556,0.5838928065503637
NSR-GRID-088,105.68819958881316,90.0,145.0,7.528572915957716,7.085997808042025,0.0,34.69793701171875,srtm_earth_engine,,0.7078467365205434,0.4542771597940851
NSR-GRID-089,109.83691876111105,94.0,142.0,5.996402868920385,4.7748036721778035,0.0,30.849365234375,srtm_earth_engine,,0.6879948383430945,0.6834536279890396
NSR-GRID-090,111.74922509706687,103.0,124.0,3.749304462245997,4.000065688457945,0.0,13.687142372131348,srtm_earth_engine,,0.6788443248740283,0.7602761294527713
NSR-GRID-091,115.57350781581448,102.0,127.0,4.850275401228637,4.314295565548455,0.0,11.519888877868652,srtm_earth_engine,,0.6605448767838108,0.7291173045338903
NSR-GRID-092,125.11883287394193,116.0,134.0,3.9084604453253204,4.137785013429771,0.0,15.017254829406738,srtm_earth_engine,,0.6148698592049175,0.7466199730920966
NSR-GRID-093,129.06034454631487,114.0,137.0,4.934378712509268,3.525199095689789,0.0,12.590147018432617,srtm_earth_engine,,0.5960094627462594,0.8073635839013712
NSR-GRID-094,127.40413797604683,116.0,139.0,5.802137631717486,3.3479010693550726,0.0,8.554098129272461,srtm_earth_engine,,0.6039345217411713,0.8249443378773381
NSR-GRID-095,127.97874838941178,121.0,137.0,3.6555540948124867,3.168124339546823,0.0,10.312313079833984,srtm_earth_engine,,0.6011849725564516,0.8427708784356401
NSR-GRID-096,133.0242585402461,121.0,143.0,3.6072724136274115,4.216816164905897,0.0,14.114166259765625,srtm_earth_engine,,0.5770418696835304,0.7387832968511774
NSR-GRID-097,144.48671801063864,124.0,168.0,7.621300739749494,6.290285522427064,0.0,27.728483200073242,srtm_earth_engine,,0.5221932359681443,0.5331794590370618
NSR-GRID-098,157.97953125764525,139.0,172.0,6.482797749942994,5.831393512117982,0.0,19.996753692626953,srtm_earth_engine,,0.45762922390016214,0.5786828845492562
NSR-GRID-099,159.93087865835764,140.0,174.0,7.769710101524307,5.391052686531998,0.9274099469184875,14.124866485595703,srtm_earth_engine,,0.4482918963301411,0.6223467869639753
NSR-GRID-100,154.26007571060285,135.0,167.0,5.960299612248141,7.396793875935323,0.0,24.521045684814453,srtm_earth_engine,,0.47542706697627857,0.42345882910373345
NSR-GRID-101,157.35555265604356,148.0,168.0,4.529223321773793,3.9068363497442835,0.0,10.992984771728516,srtm_earth_engine,,0.4606150031610522,0.769520688465361
NSR-GRID-102,164.45915038011046,158.0,175.0,3.5672723611695,2.8318370568256013,0.0,8.3106050491333,srtm_earth_engine,,0.42662381386741144,0.876116900977407
NSR-GRID-103,172.56970596873686,164.0,185.0,4.419344246212076,4.16037295788631,0.0,14.528285026550293,srtm_earth_engine,,0.3878142639747465,0.7443801675932835
NSR-GRID-104,174.22191541258223,169.0,182.0,2.8332728146529433,3.196994933390112,0.0,9.72195053100586,srtm_earth_engine,,0.37990833149658576,0.839908089616205
NSR-GRID-105,74.92656734156795,61.0,93.0,7.349314167347012,8.555473885484986,1.4170238971710205,19.63960838317871,srtm_earth_engine,,0.8550432002441173,0.3085648925727834
NSR-GRID-106,171.34807338520474,166.0,182.0,2.7721657611597474,2.995996448662264,0.0,10.633111953735352,srtm_earth_engine,,0.3936598574341613,0.8598389652305294
NSR-GRID-107,77.31667319365573,67.0,93.0,5.328345306338352,5.853492820700964,0.9274099469184875,24.189485549926758,srtm_earth_engine,,0.8436063841959751,0.5764915318575861
NSR-GRID-108,83.37540162771354,65.0,106.0,8.12363576515973,8.046837545911288,0.0,24.189485549926758,srtm_earth_engine,,0.8146149642028231,0.3590009325792287
NSR-GRID-109,87.93934549251202,72.0,106.0,6.736694562360935,7.476799515399147,0.0,26.983366012573242,srtm_earth_engine,,0.7927761881544098,0.4155255232842541
NSR-GRID-110,100.63639775471574,79.0,123.0,8.587906599475724,9.874730974353138,0.9274099469184875,30.285951614379883,srtm_earth_engine,,0.732019945517865,0.1777482400136915
NSR-GRID-111,98.9108508799112,85.0,122.0,7.440667850555072,8.29153463109845,0.0,26.717418670654297,srtm_earth_engine,,0.7402768024986333,0.3347369329045218
NSR-GRID-112,100.5897745440308,89.0,121.0,6.133708810907711,7.4359215110897265,0.9274099469184875,27.45798110961914,srtm_earth_engine,,0.7322430406932154,0.41957895891266705
NSR-GRID-113,110.07866653612687,95.0,137.0,6.054113001352565,7.773327771869685,0.0,28.060758590698242,srtm_earth_engine,,0.686838059102339,0.3861219792533178
NSR-GRID-114,117.33128374080528,103.0,141.0,5.7137592972660505,6.778115140919879,0.0,23.325204849243164,srtm_earth_engine,,0.6521338016465268,0.4848065996081543
NSR-GRID-115,118.52035955496102,109.0,141.0,4.416141161521882,4.1951207387170815,0.0,15.672101020812988,srtm_earth_engine,,0.6464439945018285,0.7409346008341627
NSR-GRID-116,120.18866261993341,103.0,131.0,6.141966728686252,4.505263464306386,0.0,17.826465606689453,srtm_earth_engine,,0.6384610529722832,0.7101810551306834
NSR-GRID-117,129.37200919870168,122.0,138.0,3.051948934867401,4.542274429360544,0.0,14.67303466796875,srtm_earth_engine,,0.5945181265801467,0.7065110725342507
NSR-GRID-118,134.3124734901628,116.0,149.0,6.581112457967363,6.27322178599383,0.0,23.229917526245117,srtm_earth_engine,,0.570877675156416,0.5348714877547254
NSR-GRID-119,144.12014555185684,131.0,154.0,5.4588462198291365,3.3451329797552996,0.0,8.704302787780762,srtm_earth_engine,,0.5239473096530985,0.8252188197948366
NSR-GRID-120,141.04614029651125,132.0,151.0,4.336438748147514,2.7847695501454592,0.0,8.28909969329834,srtm_earth_engine,,0.5386566299979275,0.8807840835304918
NSR-GRID-121,139.84147933048388,131.0,151.0,4.831177680211915,3.725584499126874,0.0,11.193961143493652,srtm_earth_engine,,0.5444210131346817,0.7874935010187145
NSR-GRID-122,141.19980745382153,129.0,153.0,4.862623695465828,5.007141325985331,0.0,12.467571258544922,srtm_earth_engine,,0.5379213223925077,0.6604151812821814
NSR-GRID-123,148.5904620553552,136.0,163.0,5.5389467226041225,4.925073836129463,0.0,15.8937406539917,srtm_earth_engine,,0.5025565467783809,0.6685529388106117
NSR-GRID-124,163.08161767104974,149.0,180.0,7.172357236873617,5.204040167223684,0.0,16.75283432006836,srtm_earth_engine,,0.4332153998342273,0.6408908235804813
NSR-GRID-125,164.73567325892574,151.0,178.0,4.593933619947104,4.507457693658099,0.0,13.145463943481445,srtm_earth_engine,,0.4253006334336451,0.7099634768124314
NSR-GRID-126,162.48130086604777,153.0,169.0,3.192760178991342,3.3516207761600656,0.0,8.704486846923828,srtm_earth_engine,,0.43608795581890003,0.8245754942328078
NSR-GRID-127,168.55866423048056,160.0,176.0,2.7669145220303104,3.540918747133491,0.0,11.519464492797852,srtm_earth_engine,,0.4070073664399727,0.8058048337543282
NSR-GRID-128,81.40626813697035,74.0,90.0,4.705619740571601,11.667282771732108,6.40317964553833,17.224306106567383,srtm_earth_engine,,0.8240373994009101,0.0
NSR-GRID-129,174.23532970356914,168.0,178.0,2.49462006159281,2.480544749111874,0.0,5.942025184631348,srtm_earth_engine,,0.379844143218774,0.9109508117842042
NSR-GRID-130,86.75024211968929,75.0,104.0,5.820289013084915,6.636465309977583,0.0,28.09063148498535,srtm_earth_engine,,0.7984661271691691,0.4988525023179363
NSR-GRID-131,171.2471117755066,163.0,180.0,3.3522610758991913,3.2949993677112013,0.0,9.255265235900879,srtm_earth_engine,,0.394142965476022,0.8301900353097229
NSR-GRID-132,90.71582346609263,77.0,109.0,5.219998217602386,6.609190149386892,0.0,27.087644577026367,srtm_earth_engine,,0.7794905557135611,0.5015570890407162
NSR-GRID-133,96.89384991843409,88.0,119.0,5.514327267457009,6.813499406717157,0.0,27.76831817626953,srtm_earth_engine,,0.7499282867394628,0.48129791942449696
NSR-GRID-134,102.23904317462399,86.0,120.0,5.442902275917187,7.405919904921746,0.0,26.10845375061035,srtm_earth_engine,,0.7243511802027734,0.42255389815946587
NSR-GRID-135,104.93174478911835,90.0,131.0,6.961724322057828,6.98596099665609,0.0,30.90110206604004,srtm_earth_engine,,0.7114664232324465,0.4641967432540617
NSR-GRID-136,104.907422512235,91.0,122.0,5.657770795142701,4.6345893651334595,0.0,14.8428955078125,srtm_earth_engine,,0.7115828069509098,0.6973571851070617
NSR-GRID-137,117.69232777469583,95.0,138.0,7.984526359133501,8.621721182166963,0.0,27.76349449157715,srtm_earth_engine,,0.6504061818437141,0.30199585484226754
NSR-GRID-138,127.85889030237796,111.0,156.0,9.064250984246856,10.866540891953985,0.9274099469184875,34.475101470947266,srtm_earth_engine,,0.6017585015037535,0.0794010304438224
NSR-GRID-139,124.3982055464928,104.0,145.0,6.090966798728289,5.097685034269227,0.0,23.98232650756836,srtm_earth_engine,,0.6183181090705461,0.6514369275908192
NSR-GRID-140,118.17434650654319,99.0,143.0,10.945383803768491,8.860149956584369,0.9274099469184875,27.412118911743164,srtm_earth_engine,,0.6480996900357963,0.2783534166804901
NSR-GRID-141,130.95668199758626,109.0,148.0,6.802220502731636,7.114762079233754,0.0,29.63686180114746,srtm_earth_engine,,0.5869353614563735,0.4514249138578271
NSR-GRID-142,143.7518597063623,119.0,159.0,7.603144429288556,5.86548384016432,0.0,26.087039947509766,srtm_earth_engine,,0.5257095820078466,0.5753025103695053
NSR-GRID-143,153.82831315471742,147.0,162.0,3.135549955809551,3.086776541306069,0.0,9.433171272277832,srtm_earth_engine,,0.47749307962748566,0.8508372718237839
NSR-GRID-144,153.74911113285717,145.0,165.0,4.353884370522508,3.0637137159419847,0.0,9.723861694335938,srtm_earth_engine,,0.4778720665890319,0.8531241661964893
NSR-GRID-145,152.70877650897236,140.0,167.0,4.883134941685436,3.5899373610665366,0.0,8.940003395080566,srtm_earth_engine,,0.48285013720941483,0.8009441807080679
NSR-GRID-146,146.7379499396274,136.0,163.0,6.015048572359676,5.310037919528938,0.9274099469184875,17.16588020324707,srtm_earth_engine,,0.5114209409122333,0.6303801571968293
NSR-GRID-147,149.92376944906553,141.0,160.0,4.491214885702779,5.11282944119902,0.0,14.527523040771484,srtm_earth_engine,,0.49617658189767366,0.6499352183059004
NSR-GRID-148,156.14313213703113,144.0,166.0,4.933145642075309,4.751354112172989,0.0,12.811162948608398,srtm_earth_engine,,0.4664165162768106,0.6857788707106423
NSR-GRID-149,163.8067095258298,152.0,175.0,3.5120818317442857,3.5159498387112817,0.0,14.14942741394043,srtm_earth_engine,,0.42974578690730114,0.8082807340511007
NSR-GRID-150,167.83423035522077,162.0,177.0,3.1508382412385845,3.180005610814496,0.0,9.301168441772461,srtm_earth_engine,,0.41047383089097256,0.8415927395054056
NSR-GRID-151,174.199522102748,163.0,183.0,4.224446146885508,4.475026716218913,0.0,12.335153579711914,srtm_earth_engine,,0.3800154849789553,0.713179310893303
NSR-GRID-152,99.0926310326933,81.0,123.0,8.179963875169726,7.201575180504799,0.9274099469184875,18.598371505737305,srtm_earth_engine,,0.7394069723332638,0.4428165846683324
NSR-GRID-153,100.98565116013631,87.0,117.0,6.9565687317670974,5.3375155980506666,0.0,16.374773025512695,srtm_earth_engine,,0.7303487446593369,0.6276554889311531
NSR-GRID-154,102.68374785941457,85.0,124.0,7.150350840817242,6.604670444516101,0.0,24.729320526123047,srtm_earth_engine,,0.7222232386008338,0.5020052599595923
NSR-GRID-155,108.37328309027443,96.0,128.0,6.382456235608021,7.358725746610747,0.9274099469184875,23.407896041870117,srtm_earth_engine,,0.694998432729609,0.4272336394037487
NSR-GRID-156,112.79398000945716,100.0,128.0,5.19853585988457,6.581943845951634,0.0,24.22989273071289,srtm_earth_engine,,0.6738451028780805,0.5042588143072202
NSR-GRID-157,117.91018510967959,97.0,136.0,6.43242386799557,6.726489465006089,0.9274099469184875,20.773569107055664,srtm_earth_engine,,0.649363719953262,0.48992576718066794
NSR-GRID-158,127.85202766630785,107.0,145.0,5.913069386939312,6.464218495549483,0.0,18.625764846801758,srtm_earth_engine,,0.6017913396754482,0.5159323814920426
NSR-GRID-159,131.41027898710232,115.0,158.0,7.753640362414626,8.845020663973639,0.0,30.726728439331055,srtm_earth_engine,,0.5847648695827377,0.2798536272396168
NSR-GRID-160,136.65365734322765,119.0,150.0,6.644948162086593,4.616623844619603,0.0,12.171428680419922,srtm_earth_engine,,0.5596749541392718,0.6991386341323769
NSR-GRID-161,144.44670646960955,126.0,159.0,7.408945210743762,5.4743525624481375,0.0,18.12849235534668,srtm_earth_engine,,0.5223846938628448,0.6140868268562103
NSR-GRID-162,147.60656459423762,123.0,160.0,9.432566880475033,5.975855670491894,0.0,22.292327880859375,srtm_earth_engine,,0.5072645618075925,0.564358113328091
NSR-GRID-163,152.7246187719157,132.0,162.0,5.415089672306487,4.586484586613163,0.0,15.764548301696777,srtm_earth_engine,,0.482774330923718,0.7021272228436188
NSR-GRID-164,159.0465074548955,152.0,169.0,3.526285773731772,4.5001040915692885,0.0,15.395956993103027,srtm_earth_engine,,0.4525236715728299,0.7106926550883161
